Año,Mes,Dia,Presidente,Sacos_de_cafe_producidos,Sacos_de_cafe_exportados,Valor_exportacion_(Dolares),Kilos_de_cafe_producidos,Factor_de_rendimiento,Kilos_de_cafe_pergamino,Carga_de_cafe,Precio_interno_diario,Valor_cosecha_(Pesos)
2003,Enero,1/2/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,277000,5383951356
2003,Enero,1/3/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,280875,5459268365
2003,Enero,1/4/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,280875,5459268365
2003,Enero,1/5/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,280875,5459268365
2003,Enero,1/6/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,281500,5471416270
2003,Enero,1/7/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,294875,5731381430
2003,Enero,1/8/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,317375,6168705998
2003,Enero,1/9/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,319125,6202720131
2003,Enero,1/10/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,331375,6440819063
2003,Enero,1/11/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,331375,6440819063
2003,Enero,1/12/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,331375,6440819063
2003,Enero,1/13/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,330875,6431100740
2003,Enero,1/14/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,331750,6448107806
2003,Enero,1/15/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,337625,6562298110
2003,Enero,1/16/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,337500,6559868529
2003,Enero,1/17/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,337750,6564727691
2003,Enero,1/18/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,337750,6564727691
2003,Enero,1/19/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,337750,6564727691
2003,Enero,1/20/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,333625,6484551520
2003,Enero,1/21/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,336000,6530713558
2003,Enero,1/22/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,346625,6737227938
2003,Enero,1/23/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,345875,6722650452
2003,Enero,1/24/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,344000,6686206738
2003,Enero,1/25/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,344000,6686206738
2003,Enero,1/26/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,344000,6686206738
2003,Enero,1/27/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,334250,6496699425
2003,Enero,1/28/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,336125,6533143139
2003,Enero,1/29/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,323750,6292614626
2003,Enero,1/30/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,319750,6214868036
2003,Enero,1/31/2003,Alvaro_Uribe_(P1),30800,25167,2233333,1848000,0.760625,2429581,19437,329500,6404375349
2003,Febrero,2/1/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,329500,5851864303
2003,Febrero,2/2/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,329500,5851864303
2003,Febrero,2/3/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,334125,5934003522
2003,Febrero,2/4/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,332500,5905143796
2003,Febrero,2/5/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,326375,5796364832
2003,Febrero,2/6/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,330000,5860744219
2003,Febrero,2/7/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,334625,5942883437
2003,Febrero,2/8/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,334625,5942883437
2003,Febrero,2/9/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,334625,5942883437
2003,Febrero,2/10/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,340125,6040562507
2003,Febrero,2/11/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,336625,5978403099
2003,Febrero,2/12/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,331500,5887383965
2003,Febrero,2/13/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,311500,5532187346
2003,Febrero,2/14/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317500,5638746332
2003,Febrero,2/15/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317500,5638746332
2003,Febrero,2/16/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317500,5638746332
2003,Febrero,2/17/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,315375,5601006691
2003,Febrero,2/18/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,318750,5660946120
2003,Febrero,2/19/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,316000,5612106585
2003,Febrero,2/20/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,318000,5647626247
2003,Febrero,2/21/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317875,5645406268
2003,Febrero,2/22/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317875,5645406268
2003,Febrero,2/23/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,317875,5645406268
2003,Febrero,2/24/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,310875,5521087452
2003,Febrero,2/25/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,303000,5381228783
2003,Febrero,2/26/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,299250,5314629417
2003,Febrero,2/27/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,300375,5334609226
2003,Febrero,2/28/2003,Alvaro_Uribe_(P1),28143,31929,2821429,1688571,0.760625,2219979,17760,291750,5181430684
2003,Marzo,3/1/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,291750,3824773133
2003,Marzo,3/2/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,291750,3824773133
2003,Marzo,3/3/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,297500,3900154266
2003,Marzo,3/4/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,293250,3844437777
2003,Marzo,3/5/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,293250,3844437777
2003,Marzo,3/6/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,294250,3857547539
2003,Marzo,3/7/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300125,3934567392
2003,Marzo,3/8/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300125,3934567392
2003,Marzo,3/9/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300125,3934567392
2003,Marzo,3/10/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,304375,3990283882
2003,Marzo,3/11/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,298875,3918180189
2003,Marzo,3/12/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,294500,3860824979
2003,Marzo,3/13/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,294500,3860824979
2003,Marzo,3/14/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,296750,3890321944
2003,Marzo,3/15/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,296750,3890321944
2003,Marzo,3/16/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,296750,3890321944
2003,Marzo,3/17/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,284000,3723172476
2003,Marzo,3/18/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,290000,3801831049
2003,Marzo,3/19/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,305875,4009948525
2003,Marzo,3/20/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,314125,4118104063
2003,Marzo,3/21/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,314750,4126297665
2003,Marzo,3/22/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,314750,4126297665
2003,Marzo,3/23/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,314750,4126297665
2003,Marzo,3/24/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,308375,4042722931
2003,Marzo,3/25/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300000,3932928672
2003,Marzo,3/26/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300000,3932928672
2003,Marzo,3/27/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,293375,3846076497
2003,Marzo,3/28/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300000,3932928672
2003,Marzo,3/29/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300000,3932928672
2003,Marzo,3/30/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,300000,3932928672
2003,Marzo,3/31/2003,Alvaro_Uribe_(P1),20774,23355,2096774,1246452,0.760625,1638720,13110,302750,3968980518
2003,Abril,4/1/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,300500,6814164667
2003,Abril,4/2/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,311250,7057932621
2003,Abril,4/3/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,317625,7202492687
2003,Abril,4/4/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,312125,7077774199
2003,Abril,4/5/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,312125,7077774199
2003,Abril,4/6/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,312125,7077774199
2003,Abril,4/7/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,319750,7250679376
2003,Abril,4/8/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,313375,7106119310
2003,Abril,4/9/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,309750,7023918488
2003,Abril,4/10/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,304750,6910538044
2003,Abril,4/11/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,307750,6978566311
2003,Abril,4/12/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,307750,6978566311
2003,Abril,4/13/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,307750,6978566311
2003,Abril,4/14/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,295250,6695115201
2003,Abril,4/15/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,302125,6851013311
2003,Abril,4/16/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,304750,6910538044
2003,Abril,4/17/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,315250,7148636976
2003,Abril,4/18/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,315250,7148636976
2003,Abril,4/19/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,315250,7148636976
2003,Abril,4/20/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,315250,7148636976
2003,Abril,4/21/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,320625,7270520953
2003,Abril,4/22/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,321500,7290362531
2003,Abril,4/23/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,320875,7276189975
2003,Abril,4/24/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,315750,7159975021
2003,Abril,4/25/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,313625,7111788332
2003,Abril,4/26/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,313625,7111788332
2003,Abril,4/27/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,313625,7111788332
2003,Abril,4/28/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,307375,6970062777
2003,Abril,4/29/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,320750,7273355464
2003,Abril,4/30/2003,Alvaro_Uribe_(P1),35933,27833,2366667,2156000,0.760625,2834511,22676,330000,7483109285
2003,Mayo,5/1/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,334000,6608785856
2003,Mayo,5/2/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,324250,6415864712
2003,Mayo,5/3/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,324250,6415864712
2003,Mayo,5/4/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,324250,6415864712
2003,Mayo,5/5/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,326875,6467805020
2003,Mayo,5/6/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,332500,6579105680
2003,Mayo,5/7/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,327250,6475225064
2003,Mayo,5/8/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,326250,6455438280
2003,Mayo,5/9/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,319250,6316930792
2003,Mayo,5/10/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,319250,6316930792
2003,Mayo,5/11/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,319250,6316930792
2003,Mayo,5/12/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,318625,6304564052
2003,Mayo,5/13/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,312875,6190790044
2003,Mayo,5/14/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,305875,6052282556
2003,Mayo,5/15/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,305000,6034969120
2003,Mayo,5/16/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,306125,6057229252
2003,Mayo,5/17/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,306125,6057229252
2003,Mayo,5/18/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,306125,6057229252
2003,Mayo,5/19/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,312250,6178423304
2003,Mayo,5/20/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,330750,6544478808
2003,Mayo,5/21/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,322375,6378764492
2003,Mayo,5/22/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,322375,6378764492
2003,Mayo,5/23/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,314625,6225416916
2003,Mayo,5/24/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,314625,6225416916
2003,Mayo,5/25/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,314625,6225416916
2003,Mayo,5/26/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,313625,6205630132
2003,Mayo,5/27/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,288000,5698593792
2003,Mayo,5/28/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,308875,6111642908
2003,Mayo,5/29/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,291250,5762900840
2003,Mayo,5/30/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,284625,5631813396
2003,Mayo,5/31/2003,Alvaro_Uribe_(P1),31355,24484,2161290,1881290,0.760625,2473348,19787,284625,5631813396
2003,Junio,6/1/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,284625,6448194577
2003,Junio,6/2/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,291875,6612443714
2003,Junio,6/3/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,290250,6575629252
2003,Junio,6/4/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,291125,6595452424
2003,Junio,6/5/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,286375,6487840920
2003,Junio,6/6/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,290000,6569965489
2003,Junio,6/7/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,290000,6569965489
2003,Junio,6/8/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,290000,6569965489
2003,Junio,6/9/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,287125,6504832210
2003,Junio,6/10/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,292875,6635098767
2003,Junio,6/11/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,298125,6754037798
2003,Junio,6/12/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,296375,6714391454
2003,Junio,6/13/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,289000,6547310435
2003,Junio,6/14/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,289000,6547310435
2003,Junio,6/15/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,289000,6547310435
2003,Junio,6/16/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,285750,6473681512
2003,Junio,6/17/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,285375,6465185867
2003,Junio,6/18/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,289625,6561469844
2003,Junio,6/19/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,277625,6289609203
2003,Junio,6/20/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,280875,6363238127
2003,Junio,6/21/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,280875,6363238127
2003,Junio,6/22/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,280875,6363238127
2003,Junio,6/23/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,282250,6394388825
2003,Junio,6/24/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,286375,6487840920
2003,Junio,6/25/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,279500,6332087428
2003,Junio,6/26/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,288125,6527487264
2003,Junio,6/27/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,310125,7025898439
2003,Junio,6/28/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,310125,7025898439
2003,Junio,6/29/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,310125,7025898439
2003,Junio,6/30/2003,Alvaro_Uribe_(P1),35900,30467,2633333,2154000,0.760625,2831882,22655,311625,7059881019
2003,Julio,7/1/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,311875,6805880139
2003,Julio,7/2/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,325875,7111394598
2003,Julio,7/3/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,322625,7040471599
2003,Julio,7/4/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,323000,7048655022
2003,Julio,7/5/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,323000,7048655022
2003,Julio,7/6/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,323000,7048655022
2003,Julio,7/7/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,320250,6988643253
2003,Julio,7/8/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,319000,6961365176
2003,Julio,7/9/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,316000,6895897792
2003,Julio,7/10/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,315125,6876803138
2003,Julio,7/11/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,315375,6882258754
2003,Julio,7/12/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,315375,6882258754
2003,Julio,7/13/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,315375,6882258754
2003,Julio,7/14/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,327125,7138672675
2003,Julio,7/15/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,329500,7190501020
2003,Julio,7/16/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,334250,7294157712
2003,Julio,7/17/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,337500,7365080711
2003,Julio,7/18/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,339625,7411453442
2003,Julio,7/19/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,339625,7411453442
2003,Julio,7/20/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,339625,7411453442
2003,Julio,7/21/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,314500,6863164100
2003,Julio,7/22/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,308500,6732229332
2003,Julio,7/23/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,306250,6683128794
2003,Julio,7/24/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,300875,6565833064
2003,Julio,7/25/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,311000,6786785485
2003,Julio,7/26/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,311000,6786785485
2003,Julio,7/27/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,311000,6786785485
2003,Julio,7/28/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,299750,6541282795
2003,Julio,7/29/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,316250,6901353407
2003,Julio,7/30/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,311125,6789513293
2003,Julio,7/31/2003,Alvaro_Uribe_(P1),34581,29323,2516129,2074839,0.760625,2727808,21822,316625,6909536830
2003,Agosto,8/1/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,326375,4391645665
2003,Agosto,8/2/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,326375,4391645665
2003,Agosto,8/3/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,326375,4391645665
2003,Agosto,8/4/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,320500,4312592679
2003,Agosto,8/5/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,311750,4194854189
2003,Agosto,8/6/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,313750,4221765844
2003,Agosto,8/7/2003,Alvaro_Uribe_(P1),21323,23290,2064516,1279355,0.760625,1681978,13456,314125,4226811779
