Año,Mes,Dia,Presidente,Sacos de cafe producidos,Sacos de cafe exportados,Valor exportacion (Dolares),Kilos de cafe producidos,Factor de rendimiento,Kilos de cafe pergamino,Carga de cafe,Precio interno diario,Valor cosecha (Pesos)
3,ene,jue-02-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,277.000,5.383.951.356
3,ene,vie-03-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,280.875,5.459.268.365
3,ene,sáb-04-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,280.875,5.459.268.365
3,ene,dom-05-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,280.875,5.459.268.365
3,ene,lun-06-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,281.500,5.471.416.270
3,ene,mar-07-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,294.875,5.731.381.430
3,ene,mié-08-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,317.375,6.168.705.998
3,ene,jue-09-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,319.125,6.202.720.131
3,ene,vie-10-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,331.375,6.440.819.063
3,ene,sáb-11-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,331.375,6.440.819.063
3,ene,dom-12-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,331.375,6.440.819.063
3,ene,lun-13-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,330.875,6.431.100.740
3,ene,mar-14-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,331.750,6.448.107.806
3,ene,mié-15-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,337.625,6.562.298.110
3,ene,jue-16-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,337.500,6.559.868.529
3,ene,vie-17-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,337.750,6.564.727.691
3,ene,sáb-18-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,337.750,6.564.727.691
3,ene,dom-19-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,337.750,6.564.727.691
3,ene,lun-20-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,333.625,6.484.551.520
3,ene,mar-21-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,336.000,6.530.713.558
3,ene,mié-22-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,346.625,6.737.227.938
3,ene,jue-23-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,345.875,6.722.650.452
3,ene,vie-24-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,344.000,6.686.206.738
3,ene,sáb-25-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,344.000,6.686.206.738
3,ene,dom-26-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,344.000,6.686.206.738
3,ene,lun-27-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,334.250,6.496.699.425
3,ene,mar-28-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,336.125,6.533.143.139
3,ene,mié-29-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,323.750,6.292.614.626
3,ene,jue-30-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,319.750,6.214.868.036
3,ene,vie-31-ene-03,Alvaro Uribe (P1),30.800,25.167,2.233.333,1.848.000,"76,06250%",2.429.581,19.437,329.500,6.404.375.349
3,feb,sáb-01-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,329.500,5.851.864.303
3,feb,dom-02-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,329.500,5.851.864.303
3,feb,lun-03-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,334.125,5.934.003.522
3,feb,mar-04-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,332.500,5.905.143.796
3,feb,mié-05-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,326.375,5.796.364.832
3,feb,jue-06-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,330.000,5.860.744.219
3,feb,vie-07-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,334.625,5.942.883.437
3,feb,sáb-08-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,334.625,5.942.883.437
3,feb,dom-09-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,334.625,5.942.883.437
3,feb,lun-10-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,340.125,6.040.562.507
3,feb,mar-11-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,336.625,5.978.403.099
3,feb,mié-12-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,331.500,5.887.383.965
3,feb,jue-13-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,311.500,5.532.187.346
3,feb,vie-14-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.500,5.638.746.332
3,feb,sáb-15-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.500,5.638.746.332
3,feb,dom-16-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.500,5.638.746.332
3,feb,lun-17-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,315.375,5.601.006.691
3,feb,mar-18-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,318.750,5.660.946.120
3,feb,mié-19-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,316.000,5.612.106.585
3,feb,jue-20-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,318.000,5.647.626.247
3,feb,vie-21-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.875,5.645.406.268
3,feb,sáb-22-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.875,5.645.406.268
3,feb,dom-23-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,317.875,5.645.406.268
3,feb,lun-24-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,310.875,5.521.087.452
3,feb,mar-25-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,303.000,5.381.228.783
3,feb,mié-26-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,299.250,5.314.629.417
3,feb,jue-27-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,300.375,5.334.609.226
3,feb,vie-28-feb-03,Alvaro Uribe (P1),28.143,31.929,2.821.429,1.688.571,"76,06250%",2.219.979,17.760,291.750,5.181.430.684
3,mar,sáb-01-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,291.750,3.824.773.133
3,mar,dom-02-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,291.750,3.824.773.133
3,mar,lun-03-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,297.500,3.900.154.266
3,mar,mar-04-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,293.250,3.844.437.777
3,mar,mié-05-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,293.250,3.844.437.777
3,mar,jue-06-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,294.250,3.857.547.539
3,mar,vie-07-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.125,3.934.567.392
3,mar,sáb-08-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.125,3.934.567.392
3,mar,dom-09-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.125,3.934.567.392
3,mar,lun-10-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,304.375,3.990.283.882
3,mar,mar-11-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,298.875,3.918.180.189
3,mar,mié-12-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,294.500,3.860.824.979
3,mar,jue-13-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,294.500,3.860.824.979
3,mar,vie-14-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,296.750,3.890.321.944
3,mar,sáb-15-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,296.750,3.890.321.944
3,mar,dom-16-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,296.750,3.890.321.944
3,mar,lun-17-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,284.000,3.723.172.476
3,mar,mar-18-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,290.000,3.801.831.049
3,mar,mié-19-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,305.875,4.009.948.525
3,mar,jue-20-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,314.125,4.118.104.063
3,mar,vie-21-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,314.750,4.126.297.665
3,mar,sáb-22-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,314.750,4.126.297.665
3,mar,dom-23-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,314.750,4.126.297.665
3,mar,lun-24-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,308.375,4.042.722.931
3,mar,mar-25-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.000,3.932.928.672
3,mar,mié-26-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.000,3.932.928.672
3,mar,jue-27-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,293.375,3.846.076.497
3,mar,vie-28-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.000,3.932.928.672
3,mar,sáb-29-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.000,3.932.928.672
3,mar,dom-30-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,300.000,3.932.928.672
3,mar,lun-31-mar-03,Alvaro Uribe (P1),20.774,23.355,2.096.774,1.246.452,"76,06250%",1.638.720,13.110,302.750,3.968.980.518
3,abr,mar-01-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,300.500,6.814.164.667
3,abr,mié-02-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,311.250,7.057.932.621
3,abr,jue-03-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,317.625,7.202.492.687
3,abr,vie-04-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,312.125,7.077.774.199
3,abr,sáb-05-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,312.125,7.077.774.199
3,abr,dom-06-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,312.125,7.077.774.199
3,abr,lun-07-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,319.750,7.250.679.376
3,abr,mar-08-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,313.375,7.106.119.310
3,abr,mié-09-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,309.750,7.023.918.488
3,abr,jue-10-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,304.750,6.910.538.044
3,abr,vie-11-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,307.750,6.978.566.311
3,abr,sáb-12-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,307.750,6.978.566.311
3,abr,dom-13-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,307.750,6.978.566.311
3,abr,lun-14-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,295.250,6.695.115.201
3,abr,mar-15-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,302.125,6.851.013.311
3,abr,mié-16-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,304.750,6.910.538.044
3,abr,jue-17-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,315.250,7.148.636.976
3,abr,vie-18-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,315.250,7.148.636.976
3,abr,sáb-19-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,315.250,7.148.636.976
3,abr,dom-20-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,315.250,7.148.636.976
3,abr,lun-21-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,320.625,7.270.520.953
3,abr,mar-22-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,321.500,7.290.362.531
3,abr,mié-23-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,320.875,7.276.189.975
3,abr,jue-24-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,315.750,7.159.975.021
3,abr,vie-25-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,313.625,7.111.788.332
3,abr,sáb-26-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,313.625,7.111.788.332
3,abr,dom-27-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,313.625,7.111.788.332
3,abr,lun-28-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,307.375,6.970.062.777
3,abr,mar-29-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,320.750,7.273.355.464
3,abr,mié-30-abr-03,Alvaro Uribe (P1),35.933,27.833,2.366.667,2.156.000,"76,06250%",2.834.511,22.676,330.000,7.483.109.285
3,may,jue-01-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,334.000,6.608.785.856
3,may,vie-02-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,324.250,6.415.864.712
3,may,sáb-03-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,324.250,6.415.864.712
3,may,dom-04-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,324.250,6.415.864.712
3,may,lun-05-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,326.875,6.467.805.020
3,may,mar-06-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,332.500,6.579.105.680
3,may,mié-07-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,327.250,6.475.225.064
3,may,jue-08-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,326.250,6.455.438.280
3,may,vie-09-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,319.250,6.316.930.792
3,may,sáb-10-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,319.250,6.316.930.792
3,may,dom-11-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,319.250,6.316.930.792
3,may,lun-12-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,318.625,6.304.564.052
3,may,mar-13-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,312.875,6.190.790.044
3,may,mié-14-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,305.875,6.052.282.556
3,may,jue-15-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,305.000,6.034.969.120
3,may,vie-16-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,306.125,6.057.229.252
3,may,sáb-17-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,306.125,6.057.229.252
3,may,dom-18-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,306.125,6.057.229.252
3,may,lun-19-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,312.250,6.178.423.304
3,may,mar-20-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,330.750,6.544.478.808
3,may,mié-21-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,322.375,6.378.764.492
3,may,jue-22-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,322.375,6.378.764.492
3,may,vie-23-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,314.625,6.225.416.916
3,may,sáb-24-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,314.625,6.225.416.916
3,may,dom-25-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,314.625,6.225.416.916
3,may,lun-26-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,313.625,6.205.630.132
3,may,mar-27-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,288.000,5.698.593.792
3,may,mié-28-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,308.875,6.111.642.908
3,may,jue-29-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,291.250,5.762.900.840
3,may,vie-30-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,284.625,5.631.813.396
3,may,sáb-31-may-03,Alvaro Uribe (P1),31.355,24.484,2.161.290,1.881.290,"76,06250%",2.473.348,19.787,284.625,5.631.813.396
3,jun,dom-01-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,284.625,6.448.194.577
3,jun,lun-02-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,291.875,6.612.443.714
3,jun,mar-03-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,290.250,6.575.629.252
3,jun,mié-04-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,291.125,6.595.452.424
3,jun,jue-05-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,286.375,6.487.840.920
3,jun,vie-06-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,290.000,6.569.965.489
3,jun,sáb-07-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,290.000,6.569.965.489
3,jun,dom-08-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,290.000,6.569.965.489
3,jun,lun-09-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,287.125,6.504.832.210
3,jun,mar-10-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,292.875,6.635.098.767
3,jun,mié-11-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,298.125,6.754.037.798
3,jun,jue-12-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,296.375,6.714.391.454
3,jun,vie-13-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,289.000,6.547.310.435
3,jun,sáb-14-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,289.000,6.547.310.435
3,jun,dom-15-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,289.000,6.547.310.435
3,jun,lun-16-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,285.750,6.473.681.512
3,jun,mar-17-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,285.375,6.465.185.867
3,jun,mié-18-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,289.625,6.561.469.844
3,jun,jue-19-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,277.625,6.289.609.203
3,jun,vie-20-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,280.875,6.363.238.127
3,jun,sáb-21-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,280.875,6.363.238.127
3,jun,dom-22-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,280.875,6.363.238.127
3,jun,lun-23-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,282.250,6.394.388.825
3,jun,mar-24-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,286.375,6.487.840.920
3,jun,mié-25-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,279.500,6.332.087.428
3,jun,jue-26-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,288.125,6.527.487.264
3,jun,vie-27-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,310.125,7.025.898.439
3,jun,sáb-28-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,310.125,7.025.898.439
3,jun,dom-29-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,310.125,7.025.898.439
3,jun,lun-30-jun-03,Alvaro Uribe (P1),35.900,30.467,2.633.333,2.154.000,"76,06250%",2.831.882,22.655,311.625,7.059.881.019
